Yr,Rnd,Pick,Draft Position,DP Normalizado,Tm,Tm #,Tm # Normalizado,Player,Pos,Pos #,Pos # Normalizado,Age,Age Normalizado,CarAV,AvgAV,AvgAV Categorizado,College/Univ,College #,College # Normalizado,Conference,Conference #,Conference # Norm,NFL.com Grade,SPORQ,SPORQ Normalizado
2013,4,114,7,"0,6666666667",DAL,2,"0,06060606061",B.W. Webb\WebbBW00,DB,6,"0,4285714286",23,"0,5",6,1,2,William & Mary,89,"0,5668789809",Div1,9,"0,6923076923","0,5855855856","202,8877856","0,7508672112"
2013,4,115,7,"0,6666666667",PIT,15,"0,4545454545",Landry Jones\JoneLa02,QB,0,0,24,"0,6666666667",4,"0,6666666667",1,Oklahoma,38,"0,2420382166",Big12,4,"0,3076923077","0,4630630631","171,4856488","0,4084817619"
2013,4,116,7,"0,6666666667",ARI,28,"0,8484848485",Earl Watford\WatfEa00,G,9,"0,6428571429",23,"0,5",11,"1,833333333",2,James Madison,90,"0,5732484076",Div1,9,"0,6923076923","0,4792792793","175,7643348","0,4551333589"
2013,4,117,7,"0,6666666667",CHI,11,"0,3333333333",Khaseem Greene\GreeKh00,LB,5,"0,3571428571",24,"0,6666666667",3,"0,5",1,Rutgers,42,"0,2675159236",Big10,6,"0,4615384615","0,6720720721","182,0731831","0,5239203294"
2013,4,122,7,"0,6666666667",GNB,18,"0,5454545455",J.C. Tretter\TretJC00,T,10,"0,7142857143",22,"0,3333333333",12,2,2,Cornell,91,"0,5796178344",Div1,9,"0,6923076923","0,4054054054","187,2021846","0,5798431316"
2013,4,123,7,"0,6666666667",SEA,8,"0,2424242424",Chris Harper\HarpCh00,WR,2,"0,1428571429",23,"0,5",0,0,1,Kansas St.,92,"0,5859872611",Big12,4,"0,3076923077","0,4774774775","188,7934621","0,5971932331"
2013,4,125,7,"0,6666666667",GNB,18,"0,5454545455",Johnathan Franklin\FranJo01,RB,3,"0,2142857143",23,"0,5",1,"0,1666666667",1,UCLA,81,"0,5159235669",PAC12,0,0,"0,554954955","177,0742063","0,4694152195"
2013,4,126,7,"0,6666666667",TAM,19,"0,5757575758",William Gholston\GholWi00,DE,1,"0,07142857143",22,"0,3333333333",20,"3,333333333",3,Michigan St.,26,"0,1656050955",Big10,6,"0,4615384615","0,5873873874","180,5096851","0,5068731148"
2013,4,128,7,"0,6666666667",SFO,25,"0,7575757576",Quinton Patton\PattQu00,WR,2,"0,1428571429",23,"0,5",7,"1,166666667",2,Louisiana Tech,93,"0,5923566879",CUSA,11,"0,8461538462","0,7621621622","182,6840655","0,5305809349"
2013,4,132,7,"0,6666666667",DET,14,"0,4242424242",Devin Taylor\TaylDe00,DE,1,"0,07142857143",23,"0,5",12,2,2,South Carolina,4,"0,02547770701",SEC,1,"0,07692307692","0,3855855856","206,3456526","0,7885692108"
2013,4,133,7,"0,6666666667",ATL,29,"0,8787878788",Levine Toilolo\ToilLe00,TE,11,"0,7857142857",22,"0,3333333333",6,1,2,Stanford,0,0,PAC12,0,0,"0,4414414414","178,8901119","0,4892144981"
2013,5,134,8,"0,7777777778",KAN,5,"0,1515151515",Sanders Commings\CommSa00,DB,6,"0,4285714286",23,"0,5",0,0,1,Georgia,23,"0,1464968153",SEC,1,"0,07692307692","0,4873873874","186,7211184","0,574597945"
2013,5,135,8,"0,7777777778",JAX,23,"0,696969697",Denard Robinson\RobiDe00,WR,2,"0,1428571429",22,"0,3333333333",8,"1,333333333",2,Michigan,41,"0,2611464968",Big10,6,"0,4615384615","0,5189189189","190,0522094","0,6109176736"
2013,5,139,8,"0,7777777778",IND,0,0,Montori Hughes\HughMo00,DT,4,"0,2857142857",23,"0,5",2,"0,3333333333",1,Tenn-Martin,94,"0,5987261146",Div1,9,"0,6923076923","0,4900900901","180,8918602","0,5110400667"
2013,5,140,8,"0,7777777778",ARI,28,"0,8484848485",Stepfan Taylor\TaylSt00,RB,3,"0,2142857143",22,"0,3333333333",3,"0,5",1,Stanford,0,0,PAC12,0,0,"0,5603603604","165,3773813","0,3418817746"
2013,5,141,8,"0,7777777778",NYJ,9,"0,2727272727",Oday Aboushi\AbouOd00,T,10,"0,7142857143",22,"0,3333333333",10,"1,666666667",2,Virginia,76,"0,4840764331",ACC,2,"0,1538461538","0,6594594595","158,6977692","0,2690522724"
2013,5,142,8,"0,7777777778",TEN,12,"0,3636363636",Lavar Edwards\EdwaLa00,DE,1,"0,07142857143",23,"0,5",1,"0,1666666667",1,LSU,2,"0,0127388535",SEC,1,"0,07692307692","0,4900900901","197,4053592","0,6910909279"
2013,5,144,8,"0,7777777778",NOR,31,"0,9393939394",Kenny Stills\StilKe00,WR,2,"0,1428571429",21,"0,1666666667",27,"4,5",3,Oklahoma,38,"0,2420382166",Big12,4,"0,3076923077","0,4414414414","180,4878166","0,506634677"
2013,5,145,8,"0,7777777778",SDG,10,"0,303030303",Steve Williams\WillSt02,DB,6,"0,4285714286",22,"0,3333333333",4,"0,6666666667",1,California,19,"0,1210191083",PAC12,0,0,"0,3153153153","194,5570751","0,6600353651"
2013,5,149,8,"0,7777777778",STL,7,"0,2121212121",Brandon McGee\McGeBr00,DB,6,"0,4285714286",22,"0,3333333333",1,"0,1666666667",1,Miami (FL),37,"0,2356687898",ACC,2,"0,1538461538","0,3351351351","182,0365035","0,5235204025"
2013,5,156,8,"0,7777777778",CIN,17,"0,5151515152",Tanner Hawkinson\HawkTa00,T,10,"0,7142857143",23,"0,5",0,0,1,Kansas,95,"0,6050955414",Big12,4,"0,3076923077","0,2351351351","186,000665","0,5667426591"
2013,5,159,8,"0,7777777778",GNB,18,"0,5454545455",Micah Hyde\HydeMi00,DB,6,"0,4285714286",22,"0,3333333333",23,"3,833333333",3,Iowa,12,"0,07643312102",Big10,6,"0,4615384615","0,363963964","180,3191301","0,5047954454"
2013,5,160,8,"0,7777777778",STL,7,"0,2121212121",Zac Stacy\StacZa00,RB,3,"0,2142857143",22,"0,3333333333",11,"1,833333333",2,Vanderbilt,32,"0,2038216561",SEC,1,"0,07692307692","0,4954954955","194,4663542","0,6590462122"
2013,5,161,8,"0,7777777778",DEN,21,"0,6363636364",Tavarres King\KingTa00,WR,2,"0,1428571429",23,"0,5",2,"0,3333333333",1,Georgia,23,"0,1464968153",SEC,1,"0,07692307692","0,5108108108","181,5680807","0,51841307"
2013,5,163,8,"0,7777777778",CHI,11,"0,3333333333",Jordan Mills\MillJo02,T,10,"0,7142857143",22,"0,3333333333",32,"5,333333333",4,Louisiana Tech,93,"0,5923566879",CUSA,11,"0,8461538462","0,4594594595","168,5555044","0,3765336556"
2013,5,164,8,"0,7777777778",MIA,27,"0,8181818182",Mike Gillislee\GillMi00,RB,3,"0,2142857143",22,"0,3333333333",10,"1,666666667",2,Florida,51,"0,3248407643",SEC,1,"0,07692307692","0,5189189189","174,8740107","0,4454259297"
2013,5,167,8,"0,7777777778",GNB,18,"0,5454545455",Josh Boyd\BoydJo00,DE,1,"0,07142857143",24,"0,6666666667",4,"0,6666666667",1,Mississippi St.,6,"0,03821656051",SEC,1,"0,07692307692","0,5099099099","183,5390854","0,5399034334"
2013,5,168,8,"0,7777777778",BAL,24,"0,7272727273",Ricky Wagner\WagnRi00,T,10,"0,7142857143",23,"0,5",28,"4,666666667",3,Wisconsin,14,"0,08917197452",Big10,6,"0,4615384615","0,4972972973","172,7090873","0,4218212217"
2013,6,169,9,"0,8888888889",JAX,23,"0,696969697",Josh Evans\EvanJo00,DB,6,"0,4285714286",22,"0,3333333333",13,"2,166666667",2,Florida,51,"0,3248407643",SEC,1,"0,07692307692","0,4774774775","191,80521","0,6300310831"
2013,6,173,9,"0,8888888889",DEN,21,"0,6363636364",Vinston Painter\PainVi00,G,9,"0,6428571429",23,"0,5",0,0,1,Virginia Tech,16,"0,101910828",ACC,2,"0,1538461538","0,1711711712","182,5485326","0,5291031854"
2013,6,174,9,"0,8888888889",ARI,28,"0,8484848485",Ryan Swope\SwopRy00,WR,2,"0,1428571429",22,"0,3333333333",0,0,1,Texas A&M,70,"0,4458598726",SEC,1,"0,07692307692","0,4666666667","195,2294666","0,6673666199"
2013,6,176,9,"0,8888888889",HOU,16,"0,4848484848",David Quessenberry\QuesDa00,OL,13,"0,9285714286",23,"0,5",0,0,1,San Jose St.,96,"0,6114649682",MW,5,"0,3846153846","0,4990990991","190,9513849","0,6207216118"
2013,6,182,9,"0,8888888889",CAR,3,"0,09090909091",Kenjon Barner\BarnKe00,RB,3,"0,2142857143",23,"0,5",3,"0,5",1,Oregon,31,"0,1974522293",PAC12,0,0,"0,5018018018","187,3060694","0,5809758138"
2013,6,184,9,"0,8888888889",OAK,30,"0,9090909091",Mychal Rivera\RiveMy00,TE,11,"0,7857142857",22,"0,3333333333",9,"1,5",2,Tennessee,58,"0,3694267516",SEC,1,"0,07692307692","0,2234234234","176,4248849","0,4623355039"
2013,6,185,9,"0,8888888889",DAL,2,"0,06060606061",DeVonte Holloman\HollDe01,LB,5,"0,3571428571",22,"0,3333333333",1,"0,1666666667",1,South Carolina,4,"0,02547770701",SEC,1,"0,07692307692","0,5225225225","183,6774381","0,5414119279"
2013,6,189,9,"0,8888888889",TAM,19,"0,5757575758",Mike James\JameMi00,RB,3,"0,2142857143",22,"0,3333333333",2,"0,3333333333",1,Miami (FL),37,"0,2356687898",ACC,2,"0,1538461538","0,1891891892","182,2571346","0,5259259992"
2013,6,190,9,"0,8888888889",CIN,17,"0,5151515152",Rex Burkhead\BurkRe00,RB,3,"0,2142857143",23,"0,5",10,"1,666666667",2,Nebraska,28,"0,178343949",Big10,6,"0,4615384615","0,2702702703","199,7214387","0,7163437292"
2013,6,195,9,"0,8888888889",HOU,16,"0,4848484848",Alan Bonner\BonnAl00,WR,2,"0,1428571429",22,"0,3333333333",0,0,1,Jacksonville St.,97,"0,6178343949",Div1,9,"0,6923076923","0,1711711712","174,7271123","0,4438242593"
2013,6,196,9,"0,8888888889",MIN,1,"0,0303030303",Jeff Baca\BacaJe00,G,9,"0,6428571429",23,"0,5",0,0,1,UCLA,81,"0,5159235669",PAC12,0,0,"0,3288288288","179,4873822","0,4957266874"
2013,6,197,9,"0,8888888889",CIN,17,"0,5151515152",Cobi Hamilton\HamiCo00,WR,2,"0,1428571429",22,"0,3333333333",2,"0,3333333333",1,Arkansas,44,"0,2802547771",SEC,1,"0,07692307692","0,5657657658","164,1171266","0,3281408985"
2013,7,210,10,1,JAX,23,"0,696969697",Demetrius McCray\McCrDe00,DB,6,"0,4285714286",22,"0,3333333333",8,"1,333333333",2,Appalachian St.,17,"0,1082802548",SB,8,"0,6153846154","0,2432432432","178,008918","0,4796066179"
2013,7,212,10,1,PHI,6,"0,1818181818",Joe Kruger\KrugJo00,DE,1,"0,07142857143",21,"0,1666666667",0,0,1,Utah,46,"0,2929936306",PAC12,0,0,"0,5675675676","193,8897053","0,6527588632"
2013,7,214,10,1,MIN,1,"0,0303030303",Travis Bond\BondTr00,G,9,"0,6428571429",22,"0,3333333333",0,0,1,North Carolina,8,"0,05095541401",ACC,2,"0,1538461538","0,236036036","164,5469027","0,3328268561"
2013,7,215,10,1,NYJ,9,"0,2727272727",Tommy Bohanon\BohaTo00,RB,3,"0,2142857143",22,"0,3333333333",1,"0,1666666667",1,Wake Forest,47,"0,2993630573",ACC,2,"0,1538461538","0,2252252252","192,8534386","0,641460185"
2013,7,217,10,1,CLE,22,"0,6666666667",Armonty Bryant\BryaAr00,DE,1,"0,07142857143",23,"0,5",4,"0,6666666667",1,East Central (OK),98,"0,6242038217",FCS,10,"0,7692307692","0,3513513514","177,7396395","0,4766706062"
2013,7,218,10,1,PHI,6,"0,1818181818",Jordan Poyer\PoyeJo00,DB,6,"0,4285714286",22,"0,3333333333",11,"1,833333333",2,Oregon St.,85,"0,5414012739",PAC12,0,0,"0,5855855856","171,5756067","0,4094625957"
2013,7,221,10,1,SDG,10,"0,303030303",Brad Sorensen\SoreBr00,QB,0,0,25,"0,8333333333",0,0,1,Southern Utah,99,"0,6305732484",Div1,9,"0,6923076923","0,2414414414","165,0261964","0,3380527167"
2013,7,222,10,1,BUF,4,"0,1212121212",Chris Gragg\GragCh00,TE,11,"0,7857142857",23,"0,5",1,"0,1666666667",1,Arkansas,44,"0,2802547771",SEC,1,"0,07692307692","0,3135135135","200,1198195","0,7206873759"
2013,7,223,10,1,PIT,15,"0,4545454545",Nicholas Williams\WillNi01,DT,4,"0,2857142857",23,"0,5",2,"0,3333333333",1,Samford,64,"0,4076433121",Div1,9,"0,6923076923","0,1891891892","196,5146741","0,6813795627"
2013,7,225,10,1,NYG,20,"0,6060606061",Eric Herman\HermEr00,OL,13,"0,9285714286",23,"0,5",0,0,1,Ohio,100,"0,6369426752",MAC,12,"0,9230769231","0,1711711712","167,5498253","0,3655684817"
2013,7,226,10,1,NWE,13,"0,3939393939",Michael Buchanan\BuchMi00,DE,1,"0,07142857143",22,"0,3333333333",0,0,1,Illinois,13,"0,08280254777",Big10,6,"0,4615384615","0,5045045045","186,8735599","0,5762600532"
2013,7,227,10,1,CLE,22,"0,6666666667",Garrett Gilkey\GilkGa00,T,10,"0,7142857143",23,"0,5",2,"0,3333333333",1,Chadron St.,101,"0,6433121019",Div2,10,"0,7692307692","0,2972972973","184,8349526","0,5540326016"
2013,7,229,10,1,MIN,1,"0,0303030303",Everett Dawkins\DawkEv00,DT,4,"0,2857142857",23,"0,5",0,0,1,Florida St.,48,"0,3057324841",ACC,2,"0,1538461538","0,5387387387","173,0106691","0,4251094444"
2013,7,230,10,1,IND,0,0,Kerwynn Williams\WillKe05,RB,3,"0,2142857143",22,"0,3333333333",6,1,2,Utah St.,49,"0,3121019108",MW,5,"0,3846153846","0,2738738739","182,5734886","0,529375287"
2013,7,231,10,1,SEA,8,"0,2424242424",Ty Powell\PoweTy00,DE,1,"0,07142857143",25,"0,8333333333",1,"0,1666666667",1,Harding,102,"0,6496815287",FCS,10,"0,7692307692","0,4774774775","202,2981499","0,7444382639"
2013,7,233,10,1,OAK,30,"0,9090909091",David Bass\BassDa00,DE,1,"0,07142857143",22,"0,3333333333",9,"1,5",2,Missouri Western St.,103,"0,6560509554",Div2,10,"0,7692307692","0,4414414414","184,5920089","0,5513837249"
2013,7,235,10,1,NWE,13,"0,3939393939",Steve Beauharnais\BeauSt00,LB,5,"0,3571428571",23,"0,5",0,0,1,Rutgers,42,"0,2675159236",Big10,6,"0,4615384615","0,3387387387","189,3517803","0,6032807178"
2013,7,236,10,1,CHI,11,"0,3333333333",Marquess Wilson\WilsMa02,WR,2,"0,1428571429",20,0,6,1,2,Washington St.,104,"0,6624203822",PAC12,0,0,"0,4648648649","178,7152738","0,487308194"
2013,7,238,10,1,BAL,24,"0,7272727273",Aaron Mellette\MellAa00,WR,2,"0,1428571429",23,"0,5",0,0,1,Elon,105,"0,6687898089",Div1,9,"0,6923076923","0,3513513514","182,6540511","0,5302536803"
2013,7,240,10,1,CIN,17,"0,5151515152",Reid Fragel\FragRe00,OL,13,"0,9285714286",22,"0,3333333333",0,0,1,Ohio St.,27,"0,1719745223",Big10,6,"0,4615384615","0,6405405405","189,4515568","0,6043686063"
2013,7,241,10,1,SEA,8,"0,2424242424",Jared Smith\SmitJa02,DT,4,"0,2857142857",23,"0,5",0,0,1,New Hampshire,106,"0,6751592357",Div1,9,"0,6923076923","0,190990991","201,719385","0,7381278436"
2013,7,244,10,1,ATL,29,"0,8787878788",Zeke Motta\MottZe00,DB,6,"0,4285714286",23,"0,5",1,"0,1666666667",1,Notre Dame,15,"0,09554140127",IND,7,"0,5384615385","0,5351351351","190,4121349","0,6148420325"
2013,7,245,10,1,DET,14,"0,4242424242",Brandon Hepburn\HepbBr00,LB,5,"0,3571428571",23,"0,5",0,0,1,Florida A&M,107,"0,6815286624",Div1,9,"0,6923076923","0,1711711712","186,3098766","0,5701140715"
2013,7,247,10,1,BAL,24,"0,7272727273",Marc Anthony\AnthMa00,DB,6,"0,4285714286",23,"0,5",0,0,1,California,19,"0,1210191083",PAC12,0,0,"0,4837837838","182,2040271","0,5253469547"
2013,7,248,10,1,TEN,12,"0,3636363636",Daimion Stafford\StafDa00,DB,6,"0,4285714286",22,"0,3333333333",7,"1,166666667",2,Nebraska,28,"0,178343949",Big10,6,"0,4615384615","0,1783783784","172,7661718","0,4224436279"
2013,7,251,10,1,CIN,17,"0,5151515152",T.J. Johnson\JohnTJ00,C,12,"0,8571428571",23,"0,5",4,"0,6666666667",1,South Carolina,4,"0,02547770701",SEC,1,"0,07692307692","0,3153153153","166,7095065","0,356406273"
2013,7,254,10,1,IND,0,0,Justice Cunningham\CunnJu00,TE,11,"0,7857142857",22,"0,3333333333",0,0,1,South Carolina,4,"0,02547770701",SEC,1,"0,07692307692","0,3873873874","184,9953323","0,5557812621"
2014,1,1,1,0,HOU,16,"0,4848484848",Jadeveon Clowney\ClowJa00,DE,1,"0,07142857143",21,"0,1666666667",28,"5,6",4,South Carolina,4,"0,02547770701",SEC,1,"0,07692307692","0,9640883978","207,1491054","0,7973294601"
2014,1,2,1,0,STL,7,"0,2121212121",Greg Robinson\RobiGr01,T,10,"0,7142857143",21,"0,1666666667",18,"3,6",3,Auburn,56,"0,3566878981",SEC,1,"0,07692307692","0,9502762431","195,9078831","0,6747635668"
2014,1,3,1,0,JAX,23,"0,696969697",Blake Bortles\BortBl00,QB,0,0,22,"0,3333333333",40,8,5,Central Florida,34,"0,2165605096",AA,3,"0,2307692308","0,6104972376","180,2445715","0,5039825141"
2014,1,4,1,0,BUF,4,"0,1212121212",Sammy Watkins\WatkSa00,WR,2,"0,1428571429",21,"0,1666666667",25,5,4,Clemson,20,"0,127388535",ACC,2,"0,1538461538","0,908839779","189,6556853","0,606594271"
2014,1,5,1,0,OAK,30,"0,9090909091",Khalil Mack\MackKh00,LB,5,"0,3571428571",23,"0,5",45,9,5,Buffalo,108,"0,6878980892",MAC,12,"0,9230769231","0,8812154696","213,5231824","0,8668276357"
2014,1,6,1,0,ATL,29,"0,8787878788",Jake Matthews\MattJa00,T,10,"0,7142857143",22,"0,3333333333",35,7,4,Texas A&M,70,"0,4458598726",SEC,1,"0,07692307692","0,8950276243","189,2924689","0,6026340306"
2014,1,7,1,0,TAM,19,"0,5757575758",Mike Evans\EvanMi00,WR,2,"0,1428571429",21,"0,1666666667",33,"6,6",4,Texas A&M,70,"0,4458598726",SEC,1,"0,07692307692","0,6657458564","188,8981316","0,5983344712"
2014,1,8,1,0,CLE,22,"0,6666666667",Justin Gilbert\GilbJu00,DB,6,"0,4285714286",22,"0,3333333333",4,"0,8",1,Oklahoma St.,109,"0,6942675159",Big12,4,"0,3076923077","0,6546961326","189,968606","0,6100061246"
2014,1,9,1,0,MIN,1,"0,0303030303",Anthony Barr\BarrAn00,LB,5,"0,3571428571",22,"0,3333333333",35,7,4,UCLA,81,"0,5159235669",PAC12,0,0,"0,6933701657","198,9183276","0,7075872055"
2014,1,11,2,"0,1111111111",TEN,12,"0,3636363636",Taylor Lewan\LewaTa00,T,10,"0,7142857143",23,"0,5",29,"5,8",4,Michigan,41,"0,2611464968",Big10,6,"0,4615384615","0,635359116","202,0950253","0,7422235449"
2014,1,13,2,"0,1111111111",STL,7,"0,2121212121",Aaron Donald\DonaAa00,DT,4,"0,2857142857",23,"0,5",57,"11,4",5,Pittsburgh,110,"0,7006369427",ACC,2,"0,1538461538","0,6436464088","204,862642","0,7723995706"
2014,1,14,2,"0,1111111111",CHI,11,"0,3333333333",Kyle Fuller\FullKy00,DB,6,"0,4285714286",22,"0,3333333333",16,"3,2",3,Virginia Tech,16,"0,101910828",ACC,2,"0,1538461538","0,5414364641","191,1971571","0,6234013284"
2014,1,15,2,"0,1111111111",PIT,15,"0,4545454545",Ryan Shazier\ShazRy00,LB,5,"0,3571428571",22,"0,3333333333",27,"5,4",4,Ohio St.,27,"0,1719745223",Big10,6,"0,4615384615","0,6325966851","215,517591","0,8885731777"
2014,1,16,2,"0,1111111111",DAL,2,"0,06060606061",Zack Martin\MartZa00,G,9,"0,6428571429",23,"0,5",45,9,5,Notre Dame,15,"0,09554140127",IND,7,"0,5384615385","0,6132596685","182,0679444","0,5238632105"
2014,1,17,2,"0,1111111111",BAL,24,"0,7272727273",C.J. Mosley\MoslC.00,LB,5,"0,3571428571",22,"0,3333333333",47,"9,4",5,Alabama,80,"0,5095541401",SEC,1,"0,07692307692","0,6657458564","187,1911815","0,579723162"
2014,1,19,2,"0,1111111111",MIA,27,"0,8181818182",Ja'Wuan James\JameJa01,T,10,"0,7142857143",22,"0,3333333333",22,"4,4",3,Tennessee,58,"0,3694267516",SEC,1,"0,07692307692","0,4834254144","180,875174","0,5108581328"
2014,1,20,2,"0,1111111111",NOR,31,"0,9393939394",Brandin Cooks\CookBr00,WR,2,"0,1428571429",20,0,36,"7,2",4,Oregon St.,85,"0,5414012739",PAC12,0,0,"0,546961326","193,3170977","0,6465155775"
2014,1,21,3,"0,2222222222",GNB,18,"0,5454545455",Ha Ha Clinton-Dix\ClinHa00,DB,6,"0,4285714286",21,"0,1666666667",24,"4,8",3,Alabama,80,"0,5095541401",SEC,1,"0,07692307692","0,546961326","180,2500268","0,5040419946"
2014,1,22,3,"0,2222222222",CLE,22,"0,6666666667",Johnny Manziel\ManzJo00,QB,0,0,21,"0,1666666667",5,1,2,Texas A&M,70,"0,4458598726",SEC,1,"0,07692307692","0,5828729282","179,3632179","0,4943728926"
2014,1,25,3,"0,2222222222",SDG,10,"0,303030303",Jason Verrett\VerrJa00,DB,6,"0,4285714286",23,"0,5",12,"2,4",2,TCU,60,"0,3821656051",Big12,4,"0,3076923077","0,5276243094","201,3823248","0,7344527909"
2014,1,26,3,"0,2222222222",PHI,6,"0,1818181818",Marcus Smith\SmitMa03,LB,5,"0,3571428571",22,"0,3333333333",3,"0,6",1,Louisville,111,"0,7070063694",ACC,2,"0,1538461538","0,4502762431","193,333953","0,6466993551"
2014,1,27,3,"0,2222222222",ARI,28,"0,8484848485",Deone Bucannon\BucaDe00,DB,6,"0,4285714286",22,"0,3333333333",21,"4,2",3,Washington St.,104,"0,6624203822",PAC12,0,0,"0,4779005525","193,4631637","0,6481081721"
2014,1,28,3,"0,2222222222",CAR,3,"0,09090909091",Kelvin Benjamin\BenjKe00,WR,2,"0,1428571429",23,"0,5",20,4,3,Florida St.,48,"0,3057324841",ACC,2,"0,1538461538","0,5856353591","184,302815","0,5482305706"
2014,1,31,3,"0,2222222222",DEN,21,"0,6363636364",Bradley Roby\RobyBr00,DB,6,"0,4285714286",22,"0,3333333333",10,2,2,Ohio St.,27,"0,1719745223",Big10,6,"0,4615384615","0,5994475138","193,3989381","0,6474079041"
2014,2,33,4,"0,3333333333",HOU,16,"0,4848484848",Xavier Su'a-Filo\Sua-Xa00,G,9,"0,6428571429",23,"0,5",17,"3,4",3,UCLA,81,"0,5159235669",PAC12,0,0,"0,5276243094","179,3680785","0,494425889"
2014,2,34,4,"0,3333333333",DAL,2,"0,06060606061",Demarcus Lawrence\LawrDe00,DE,1,"0,07142857143",22,"0,3333333333",23,"4,6",3,Boise St.,9,"0,05732484076",MW,5,"0,3846153846","0,5662983425","186,5366066","0,5725861661"
2014,2,35,4,"0,3333333333",CLE,22,"0,6666666667",Joel Bitonio\BitoJo00,G,9,"0,6428571429",22,"0,3333333333",17,"3,4",3,Nevada,54,"0,3439490446",MW,5,"0,3846153846","0,5055248619","198,850188","0,7068442622"
2014,2,37,4,"0,3333333333",ATL,29,"0,8787878788",Ra'Shede Hageman\HageRa00,DT,4,"0,2857142857",24,"0,6666666667",8,"1,6",2,Minnesota,112,"0,7133757962",Big10,6,"0,4615384615","0,5607734807","204,0090545","0,76309269"
2014,2,40,4,"0,3333333333",DET,14,"0,4242424242",Kyle Van Noy\VanNKy00,LB,5,"0,3571428571",23,"0,5",13,"2,6",2,BYU,113,"0,7197452229",IND,7,"0,5384615385","0,3895027624","185,3105367","0,5592180155"
2014,2,41,4,"0,3333333333",STL,7,"0,2121212121",Lamarcus Joyner\JoynLa00,DB,6,"0,4285714286",23,"0,5",12,"2,4",2,Florida St.,48,"0,3057324841",ACC,2,"0,1538461538","0,3453038674","179,5398078","0,496298297"
2014,2,42,4,"0,3333333333",PHI,6,"0,1818181818",Jordan Matthews\MattJo00,WR,2,"0,1428571429",22,"0,3333333333",22,"4,4",3,Vanderbilt,32,"0,2038216561",SEC,1,"0,07692307692","0,4668508287","190,2516032","0,6130917147"
2014,2,43,4,"0,3333333333",NYG,20,"0,6060606061",Weston Richburg\RichWe00,OL,13,"0,9285714286",23,"0,5",21,"4,2",3,Colorado St.,114,"0,7261146497",MW,5,"0,3846153846","0,3674033149","173,8917637","0,434716242"
2014,2,44,4,"0,3333333333",BUF,4,"0,1212121212",Cyrus Kouandjio\KouaCy00,T,10,"0,7142857143",21,"0,1666666667",7,"1,4",2,Alabama,80,"0,5095541401",SEC,1,"0,07692307692","0,5","164,6782189","0,3342586299"
2014,2,47,4,"0,3333333333",WAS,26,"0,7878787879",Trent Murphy\MurpTr00,LB,5,"0,3571428571",23,"0,5",13,"2,6",2,Stanford,0,0,PAC12,0,0,"0,4447513812","195,6729338","0,6722018551"
2014,2,48,4,"0,3333333333",BAL,24,"0,7272727273",Timmy Jernigan\JernTi00,DT,4,"0,2857142857",21,"0,1666666667",21,"4,2",3,Florida St.,48,"0,3057324841",ACC,2,"0,1538461538","0,5055248619","178,2620918","0,4823670359"
2014,2,49,5,"0,4444444444",NYJ,9,"0,2727272727",Jace Amaro\AmarJa00,TE,11,"0,7857142857",22,"0,3333333333",4,"0,8",1,Texas Tech,115,"0,7324840764",Big12,4,"0,3076923077","0,4309392265","196,1558578","0,6774672977"
2014,2,52,5,"0,4444444444",ARI,28,"0,8484848485",Troy Niklas\NiklTr00,TE,11,"0,7857142857",21,"0,1666666667",1,"0,2",1,Notre Dame,15,"0,09554140127",IND,7,"0,5384615385","0,4447513812","185,7320119","0,5638134663"
2014,2,53,5,"0,4444444444",GNB,18,"0,5454545455",Davante Adams\AdamDa01,WR,2,"0,1428571429",21,"0,1666666667",26,"5,2",4,Fresno St.,116,"0,7388535032",MW,5,"0,3846153846","0,4889502762","193,979731","0,6537404362"
2014,2,54,5,"0,4444444444",TEN,12,"0,3636363636",Bishop Sankey\SankBi00,RB,3,"0,2142857143",21,"0,1666666667",6,"1,2",2,Washington,62,"0,3949044586",PAC12,0,0,"0,4640883978","201,6179943","0,7370223551"
2014,2,58,5,"0,4444444444",NOR,31,"0,9393939394",Stanley Jean-Baptiste\JeanSt00,DB,6,"0,4285714286",24,"0,6666666667",0,0,1,Nebraska,28,"0,178343949",Big10,6,"0,4615384615","0,3729281768","197,9406092","0,6969268942"
2014,2,59,5,"0,4444444444",IND,0,0,Jack Mewhort\MewhJa00,T,10,"0,7142857143",23,"0,5",23,"4,6",3,Ohio St.,27,"0,1719745223",Big10,6,"0,4615384615","0,4447513812","170,7109988","0,4000355568"
2014,2,60,5,"0,4444444444",CAR,3,"0,09090909091",Kony Ealy\EalyKo00,DE,1,"0,07142857143",22,"0,3333333333",12,"2,4",2,Missouri,40,"0,2547770701",SEC,1,"0,07692307692","0,5","190,0969163","0,6114051243"
2014,2,61,5,"0,4444444444",JAX,23,"0,696969697",Allen Robinson\RobiAl02,WR,2,"0,1428571429",21,"0,1666666667",19,"3,8",3,Penn St.,61,"0,3885350318",Big10,6,"0,4615384615","0,4613259669","204,2921474","0,7661793236"
2014,2,62,5,"0,4444444444",NWE,13,"0,3939393939",Jimmy Garoppolo\GaroJi00,QB,0,0,22,"0,3333333333",8,"1,6",2,East. Illinois,117,"0,7452229299",Div1,9,"0,6923076923","0,5","171,2859564","0,4063044651"
